inchikey,restriction_list,candidate_list,authorisation_list,pops_list,eu_positive_list,harmonised_list,restriction_process,svhc_identification,authorisation_process,dossier_evaluation,clh_process,substance_evaluation,pbt_assessment,ed_assessment,reach_registrations,pesticides,sommatie_stoffen
MOUPNEIJQCETIW-UHFFFAOYSA-N,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
AUNAPVYQLLNFOI-UHFFFAOYSA-L,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0
DOIRQSBPFJWKBE-UHFFFAOYSA-N,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0
XMWRWTSZNLOZFN-UHFFFAOYSA-N,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
APQHKWPGGHMYKJ-UHFFFAOYSA-N,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
BJQHLKABXJIVAM-UHFFFAOYSA-N,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0
MWPLVEDNUUSJAV-UHFFFAOYSA-N,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IRIAEXORFWYRCZ-UHFFFAOYSA-N,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0
YBRVSVVVWCFQMG-UHFFFAOYSA-N,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0
COHDHYZHOPQOFD-UHFFFAOYSA-N,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0
QTLQKAJBUDWPIB-UHFFFAOYSA-N,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0
UWRBYRMOUPAKLM-UHFFFAOYSA-L,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
GVPFVAHMJGGAJG-UHFFFAOYSA-L,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
MGRFDZWQSJNJQP-UHFFFAOYSA-N,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
KIEOKOFEPABQKJ-UHFFFAOYSA-N,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
JYDRNIYTFCBIFC-UHFFFAOYSA-N,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IAKOZHOLGAGEJT-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
UOAMTSKGCBMZTC-UHFFFAOYSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
RWNKSTSCBHKHTB-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VIHUMJGEWQPWOT-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CEOCDNVZRAIOQZ-UHFFFAOYSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LNFYSRMCCKKDEH-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LHHGDZSESBACKH-UHFFFAOYSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
BIWJNBZANLAXMG-YQELWRJZSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
DFBKLUNHFCTMDC-PICURKEMSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
DFBKLUNHFCTMDC-GKRDHZSOSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
CKAPSXZOOQJIBF-UHFFFAOYSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
FRCCEHPWNOQAEU-UHFFFAOYSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
GVYLCNUFSHDAAW-UHFFFAOYSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
YVGGHNCTFXOJCH-UHFFFAOYSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
QBYJBZPUGVGKQQ-SJJAEHHWSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
OEJNXTAZZBRGDN-UHFFFAOYSA-N,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
LNBZSAAWLHMYAX-UHFFFAOYSA-L,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WSFSSNUMVMOOMR-UHFFFAOYSA-N,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0
FBPFZTCFMRRESA-JGWLITMVSA-N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
CIWBSHSKHKDKBQ-JLAZNSOCSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
PEDCQBHIVMGVHV-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
LZZYPRNAOMGNLH-UHFFFAOYSA-M,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
IPCSVZSSVZVIGE-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
QIQXTHQIDYTFRH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
XSQUKJJJFZCRTK-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
CZMRCDWAGMRECN-UGDNZRGBSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
KCXVZYZYPLLWCC-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
OYHQOLUKZRVURQ-HZJYTTRNSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
BDAGIHXWWSANSR-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0
QTBSBXVTEAMEQO-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
WPYMKLBDIGXBTP-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
KFZMGEQAYNKOFK-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
CSCPPACGZOOCGX-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
YGSDEFSMJLZEOE-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
BDERNNFJNOPAEC-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
LRHPLDYGYMQRHN-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
AMQJEAYHLZJPGS-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
VGGSQFUCUMXWEO-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
HSFWRNGVRCDJHI-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
IKHGUXGNUITLKF-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
IAYPIBMASNFSPL-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0
NPNPZTNLOVBDOC-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
BQCIDUSAKPWEOX-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
YGYAWVDWMABLBF-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
VOPWNXZWBYDODV-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DSSYKIVIOFKYAU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
PHXLONCQBNATSL-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
QZCLKYGREBVARF-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
KRKNYBCHXYNGOX-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
DOOTYTYQINUNNV-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ZJCCRDAZUWHFQH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
FWDBOZPQNFPOLF-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
QWTDNUCVQCZILF-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
RRHGJUQNOFWUDK-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
XBDQKXXYIPTUBI-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
NIXOWILDQLNWCW-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
UUAGAQFQZIEFAH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
FQPSGWSUVKBHSU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
CERQOIWHTDAKMF-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
MQJKPEGWNLWLTK-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0
GRWFGVWFFZKLTI-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
VVQNEPGJFQJSBK-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
LGRFSURHDFAFJT-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
DBOSBRHMHBENLP-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FEWJPZIEWOKRBE-JCYAYHJZSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
FBPFZTCFMRRESA-KVTDHHQDSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GPNYZBKIGXGYNU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PXBFMLJZNCDSMP-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
XNGIFLGASWRNHJ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
ANSXAPJVJOKRDJ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
RUELTTOHQODFPA-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
GZVHEAJQGPRDLQ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
ICLCCFKUSALICQ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0
VCCBEIPGXKNHFW-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
QPJVMBTYPHYUOC-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
MTZQAGJQAFMTAQ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
QELSKZZBTMNZEB-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0
QWVGKYWNOKOFNN-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
FBCQUCJYYPMKRO-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
BAPJBEWLBFYGME-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
KMTRUDSVKNLOMY-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
HXIQYSLFEXIOAV-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0
MDNWOSOZYLHTCG-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
RRAFCDWBNXTKKO-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
SUPCQIBBMFXVTL-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
LVHBHZANLOWSRM-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
RUMACXVDVNRZJZ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
SOGAXMICEFXMKE-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
STVZJERGLQHEKB-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
XYLMUPLGERFSHI-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
FDQSRULYDNDXQB-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
LXCFILQKKLGQFO-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0
FJKROLUGYXJWQN-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
LXEJRKJRKIFVNY-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
PPBRXRYQALVLMV-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
WVDDGKGOMKODPV-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
HUMNYLRZRPPJDN-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
VKYKSIONXSXAKP-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
OIWOHHBRDFKZNC-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
UPMLOUAZCHDJJD-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0
WPYCRFCQABTEKC-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
FCSHMCFRCYZTRQ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ROORDVPLFPIABK-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ZVMAGJJPTALGQB-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IAXFZZHBFXRZMT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NSOXQYCFHDMMGV-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
GOXQRTZXKQZDDN-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
SAOKZLXYCUGLFA-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
RZVAJINKPMORJF-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
YIWUKEYIRIRTPP-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
YIMQCDZDWXUDCA-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
UIWXSTHGICQLQT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
JBKVHLHDHHXQEQ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
UMHYVXGZRGOICM-AUYXYSRISA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ULQISTXYYBZJSJ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
YHASWHZGWUONAO-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
IWDCLRJOBJJRNH-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0
CFVWNXQPGQOHRJ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
BRLQWZUYTZBJKN-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
VOZRXNHHFUQHIL-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
IJDNQMDRQITEOD-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
VXNZUUAINFGPBY-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
KAKZBPTYRLMSJV-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
NLHHRLWOUZZQLW-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
LYCAIKOWRPUZTN-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
FERIUCNNQQJTOY-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
UEEJHVSXFDXPFK-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
XTXRWKRVRITETP-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
WFDIJRYMOXRFFG-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
RINCXYDBBGOEEQ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
FPYJFEHAWHCUMM-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
RLSSMJSEOOYNOY-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
WZCQRUWWHSTZEM-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
GHMLBKRAJCXXBS-UHFFFAOYSA-N,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0
VANNPISTIUFMLH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
PAFZNILMFXTMIY-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
ISWSIDIOOBJBQZ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
PYGXAGIECVVIOZ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
OZCMOJQQLBXBKI-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
OFBQJSOFQDEBGM-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
YWAKXRMUMFPDSH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
WYURNTSHIVDZCO-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
KDYFGRWQOYBRFD-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
VZCYOOQTPOCHFL-UPHRSURJSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
VZCYOOQTPOCHFL-OWOJBTEDSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
RKISUIUJZGSLEV-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
OXDXXMDEEFOVHR-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
WSWCOQWTEOXDQX-MQQKCMAXSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
KIDHWZJUCRJVML-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0
WERYXYBDKMZEQL-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
BGJSXRVXTHVRSN-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0
JFCQEDHGNNZCLN-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
GLYJVQDYLFAUFC-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MNWFXJYAOYHMED-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
CXMXRPHRNRROMY-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
RPNUMPOLZDHAAY-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
LHIJANUOQQMGNT-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
MTHSVFCYNBDYFN-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
KWKAKUADMBZCLK-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
KBPLFHHGFOOTCA-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
ZIBGPFATKBEMQZ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
MWKFXSUHUHTGQN-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0
CRSBERNSMYQZNG-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
UWHCKJMYHZGTIT-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
ZQPPMHVWECSIRJ-KTKRTIGZSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
UAUDZVJPLUQNMU-KTKRTIGZSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
UKMSUNONTOPOIO-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
DPUOLQHDNGRHBS-KTKRTIGZSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
QWDQYHPOSSHSAW-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
QQONPFPTGQHPMA-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
VQTUBCCKSQIDNK-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
FLBJFXNAEMSXGL-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0
DJKGDNKYTKCJKD-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WXZMFSXDPGVJKK-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
BFKJFAAPBSQJPD-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
HCDGVLDPFQMKDK-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
OSWPMRLSEDHDFF-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0
RWCCWEUUXYIKHB-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
NUVBSKCKDOMJSU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
WOZVHXUHUFLZGK-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
YCIMNLLNPGFGHC-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
ZTHYODDOHIVTJV-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
QQVIHTHCMHWDBS-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
SLINHMUFWFWBMU-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
BDZBKCUKTQZUTL-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
GHKOFFNLGXMVNJ-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
NBBJYMSMWIIQGU-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
WYVAMUWZEOHJOQ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
JOOXCMJARBKPKM-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
DKPFZGUDAPQIHT-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ULBTUVJTXULMLP-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BDJRBEYXGGNYIS-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
WNLRTRBMVRJNCN-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
WWZKQHOCKIZLMA-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0
NAQMVNRVTILPCV-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
LYRFLYHAGKPMFH-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
CURLTUGMZLYLDI-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
UVGUPMLLGBCFEJ-SWTLDUCYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ZIJKGAXBCRWEOL-SAXBRCJISA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SLCVBVWXLSEKPL-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
TXBCBTDQIULDIA-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
GYCMBHHDWRMZGG-UHFFFAOYSA-N,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
KZTYYGOKRVBIMI-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
WTARULDDTDQWMU-UHFFFAOYSA-N,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
